ag0,ag1,ag2,ag3,ag4,ag5,ag6,ag7,ag8,ag9,ag10,ag11,ag12,ag13,ag14,ag15,ag16,ag17,ag18,ag19,ag20,ag21,ag22,ag23,ag24,ag25,ag26,ag27,ag28,ag29,ag30,ag31,ag32
39.68801162529718,17.820795468777888,38.10307342755199,0.6970837573284261,40.196128392295904,42.701485058037456,47.1169844176446,32.40700426900226,38.07538229554247,7.857916932215875,19.193266617459102,42.37000440891423,46.288885003551236,42.31204163872184,20.18048129055126,18.846342575773186,47.19480995427616,22.259427167152428,23.801707017361494,11.40617647996271,3.270793196410043,20.901019868766372,7.449283542420054,41.542729504560896,35.30690180980553,9.84154252107891,14.90855118762459,11.008298763499297,41.984699897512726,33.05410711077779,25.53295707524924,43.16477502614515,37.845169504723245
39.68801162529718,17.820795468777888,38.10307342755199,0.6970837573284261,40.196128392295904,42.701485058037456,47.1169844176446,32.40700426900226,38.07538229554247,7.857916932215875,19.193266617459102,42.37000440891423,46.288885003551236,42.31204163872184,20.18048129055126,18.846342575773186,47.19480995427616,22.259427167152428,23.801707017361494,11.40617647996271,3.270793196410043,20.901019868766372,7.449283542420054,41.542729504560896,35.30690180980553,9.84154252107891,14.90855118762459,11.008298763499297,41.984699897512726,33.05410711077779,25.53295707524924,43.16477502614515,37.845169504723245
39.68801162529718,17.820795468777888,38.10307342755199,0.6970837573284261,40.196128392295904,42.701485058037456,47.1169844176446,32.40700426900226,38.07538229554247,7.857916932215875,19.193266617459102,42.37000440891423,46.288885003551236,42.31204163872184,20.18048129055126,18.846342575773186,47.19480995427616,22.259427167152428,23.801707017361494,11.40617647996271,3.270793196410043,20.901019868766372,7.449283542420054,41.542729504560896,35.30690180980553,9.84154252107891,14.90855118762459,11.008298763499297,41.984699897512726,33.05410711077779,25.53295707524924,43.16477502614515,37.845169504723245
39.68801162529718,17.820795468777888,38.10307342755199,0.6970837573284261,40.196128392295904,42.701485058037456,47.1169844176446,32.40700426900226,38.07538229554247,7.857916932215875,19.193266617459102,42.37000440891423,46.288885003551236,42.31204163872184,20.18048129055126,18.846342575773186,47.19480995427616,22.259427167152428,23.801707017361494,11.40617647996271,3.270793196410043,20.901019868766372,7.449283542420054,41.542729504560896,35.30690180980553,9.84154252107891,14.90855118762459,11.008298763499297,41.984699897512726,33.05410711077779,25.53295707524924,43.16477502614515,37.845169504723245
39.68801162529718,17.820795468777888,38.10307342755199,0.6970837573284261,40.196128392295904,42.701485058037456,47.1169844176446,32.40700426900226,38.07538229554247,7.857916932215875,19.193266617459102,42.37000440891423,46.288885003551236,42.31204163872184,20.18048129055126,18.846342575773186,47.19480995427616,22.259427167152428,23.801707017361494,11.40617647996271,3.270793196410043,20.901019868766372,7.449283542420054,41.542729504560896,35.30690180980553,9.84154252107891,14.90855118762459,11.008298763499297,41.984699897512726,33.05410711077779,25.53295707524924,43.16477502614515,37.845169504723245
39.68801162529718,17.820795468777888,38.10307342755199,0.6970837573284261,40.196128392295904,42.701485058037456,47.1169844176446,32.40700426900226,38.07538229554247,7.857916932215875,19.193266617459102,42.37000440891423,46.288885003551236,42.31204163872184,20.18048129055126,18.846342575773186,47.19480995427616,22.259427167152428,23.801707017361494,11.40617647996271,3.270793196410043,20.901019868766372,7.449283542420054,41.542729504560896,35.30690180980553,9.84154252107891,14.90855118762459,11.008298763499297,41.984699897512726,33.05410711077779,25.53295707524924,43.16477502614515,37.845169504723245
39.68801162529718,17.820795468777888,38.10307342755199,0.6970837573284261,40.196128392295904,42.701485058037456,47.1169844176446,32.40700426900226,38.07538229554247,7.857916932215875,19.193266617459102,42.37000440891423,46.288885003551236,42.31204163872184,20.18048129055126,18.846342575773186,47.19480995427616,22.259427167152428,23.801707017361494,11.40617647996271,3.270793196410043,20.901019868766372,7.449283542420054,41.542729504560896,35.30690180980553,9.84154252107891,14.90855118762459,11.008298763499297,41.984699897512726,33.05410711077779,25.53295707524924,43.16477502614515,37.845169504723245
39.68801162529718,17.820795468777888,38.10307342755199,0.6970837573284261,40.196128392295904,42.701485058037456,47.1169844176446,32.40700426900226,38.07538229554247,7.857916932215875,19.193266617459102,42.37000440891423,46.288885003551236,42.31204163872184,20.18048129055126,18.846342575773186,47.19480995427616,22.259427167152428,23.801707017361494,11.40617647996271,3.270793196410043,20.901019868766372,7.449283542420054,41.542729504560896,35.30690180980553,9.84154252107891,14.90855118762459,11.008298763499297,41.984699897512726,33.05410711077779,25.53295707524924,43.16477502614515,37.845169504723245
39.68801162529718,17.820795468777888,38.10307342755199,0.6970837573284261,40.196128392295904,42.701485058037456,47.1169844176446,32.40700426900226,38.07538229554247,7.857916932215875,19.193266617459102,42.37000440891423,46.288885003551236,42.31204163872184,20.18048129055126,18.846342575773186,47.19480995427616,22.259427167152428,23.801707017361494,11.40617647996271,3.270793196410043,20.901019868766372,7.449283542420054,41.542729504560896,35.30690180980553,9.84154252107891,14.90855118762459,11.008298763499297,41.984699897512726,33.05410711077779,25.53295707524924,43.16477502614515,37.845169504723245
39.68801162529718,17.820795468777888,38.10307342755199,0.6970837573284261,40.196128392295904,42.701485058037456,47.1169844176446,32.40700426900226,38.07538229554247,7.857916932215875,19.193266617459102,42.37000440891423,46.288885003551236,42.31204163872184,20.18048129055126,18.846342575773186,47.19480995427616,22.259427167152428,23.801707017361494,11.40617647996271,3.270793196410043,20.901019868766372,7.449283542420054,41.542729504560896,35.30690180980553,9.84154252107891,14.90855118762459,11.008298763499297,41.984699897512726,33.05410711077779,25.53295707524924,43.16477502614515,37.845169504723245
